target_id	target_name	target_definition	antibiotic_id	antibiotic_name
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000672	madumycin II
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000673	griseoviridin
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000674	dalfopristin
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000675	pristinamycin IB
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000677	virginiamycin S2
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000678	pristinamycin IC
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000679	vernamycin C
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000680	patricin A
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000681	patricin B
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000682	ostreogrycin B3
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	ARO:3000683	sulfacetamide
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	ARO:3000684	mafenide
ARO:3000717	antibiotic sensitive signal peptidase I	Signal peptidase I is a bacterial signal peptidase that cleaves signal peptides from translated proteins. These signal peptides direct proteins to their destination, and then must be cleaved in order to function.	ARO:3000685	arylomycin
ARO:3000757	50S ribosomal subunit P-site	The P-site of the ribosome binds the peptidyl-tRNA with the growing polypeptide chain, and is a common target for many antibiotics that inhibit the 50S ribosomal subunit. Some antibiotics (oxazolidinones) block the 50S subunit from interacting with the 30S subunit to prevent the formation of the ribosomal complex. Other antibiotics (thiostrepton) block the 50S subunit from interacting with elongation factors G and Tu (EF-G, Ef-Tu), preventing GTP-dependent reactions of peptidyl transferase, and translocation, respectively. Other antibiotics (macrolides) prevent protein translocation.	ARO:3000686	thiostrepton
ARO:3000742	anaerobe DNA	DNA in anaerobes are targeted by antibiotics that are converted to an active form in the anaerobe environment. For nitroimidazoles, the antibiotic is reduced to a highly oxidative intermediate that causes DNA oxidation and double-stranded breaks.	ARO:3000689	metronidazole
ARO:3000738	deoxyribonucleic acid	Antibiotics can target DNA to cause strand breaks or prevent transcription. The activity of these antibiotics can be context dependent: some antibiotics are converted to an active form only in certain species, while others target DNA as it is being transcribed.	ARO:3000690	bleomycinic acid
ARO:3000740	ribonucleic acid	Many types of ribonucleic acids (RNAs) are targeted by antibiotics, including mRNA templates and ribosomal RNA. Some antibiotics target all RNAs and cause strand breaks.	ARO:3000690	bleomycinic acid
ARO:3000738	deoxyribonucleic acid	Antibiotics can target DNA to cause strand breaks or prevent transcription. The activity of these antibiotics can be context dependent: some antibiotics are converted to an active form only in certain species, while others target DNA as it is being transcribed.	ARO:3000691	bleomycin A2
ARO:3000740	ribonucleic acid	Many types of ribonucleic acids (RNAs) are targeted by antibiotics, including mRNA templates and ribosomal RNA. Some antibiotics target all RNAs and cause strand breaks.	ARO:3000691	bleomycin A2
ARO:3000738	deoxyribonucleic acid	Antibiotics can target DNA to cause strand breaks or prevent transcription. The activity of these antibiotics can be context dependent: some antibiotics are converted to an active form only in certain species, while others target DNA as it is being transcribed.	ARO:3000692	bleomycin B2
ARO:3000740	ribonucleic acid	Many types of ribonucleic acids (RNAs) are targeted by antibiotics, including mRNA templates and ribosomal RNA. Some antibiotics target all RNAs and cause strand breaks.	ARO:3000692	bleomycin B2
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000693	defensin
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000694	magainin
ARO:3000741	transcription complex DNA	DNA in the transcriptional complex is partially unwound, allowing antibiotics to target exposed bases and prevent DNA transcription.	ARO:3000696	dactinomycin
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	ARO:3000698	sulfasalazine
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	ARO:3000699	sulfamethizole
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000700	lividomycin A
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000701	lividomycin B
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000704	cefalotin
ARO:3000743	1-deoxy-D-xylulose 5-phosphate reductoisomerase	This reductoisomerase is found in an alternate isoprenoid synthase pathway that is mevalonate independent. Isoprenoids are important precursors to many other macromolecules. This non-mevalonate pathway is used by plants and most bacteria, including mycobacteria, but not eukaryotes, allowing for selectivea action. Staphylococcus aureus and some other Gram-positive bacteria use a mevalonate-dependent pathway, and are resistant against 1-deoxy-D-xylose 5-phosphate reductoisomerase inhibitors.	ARO:3000758	fosmidomycin
ARO:3000730	elongation factor G	Elongation factor G (EF-G) provides energy for the translocation step in protein synthesis. Antibiotics that target EF-G allow one round of translocation but prevent EF-G from dissociating from the ribosome-RNA complex.	ARO:3000759	fusidic acid
ARO:3000722	cycloserine sensitive alr	Alanine racemase (alr) converts the natural L-alanine to the D-alanine required in the pentapeptide chains in peptidoglycan. It is found in both Gram-positive and Gram-negative bacteria.	ARO:3000760	cycloserine
ARO:3000723	cycloserine sensitive D-alanine synthetase	D-Alanine synthetase (or ligase), also known as ddla, joins two D-alanines before their addition to the pentapeptide chains of peptidoglycan. It is found in both Gram-positive and Gram-negative bacteria.	ARO:3000760	cycloserine
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000761	mecillinam
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3000762	pefloxacin
ARO:3000735	Fluoroquinolone sensitive parC	parC is a subunit of the DNA topoisomerase IV and is sensitive to fluoroquinolone.	ARO:3000762	pefloxacin
ARO:3000720	acyl-D-alanyl-D-alanine	The acyl-D-alanyl-D-alanine group is found at the terminal end of the pentapeptide chains of peptidoglycan subunits. Antibiotics that bind to this group block the addition of subunits, inhibiting peptidoglycan synthesis. This group is most accessible in Gram-postive bacteria.	ARO:3000767	avoparcin
ARO:3000872	antibiotic sensitive enoyl-acyl carrier reductase	Enoyl-acyl carrier reductases catalyze the final enoyl reduction step in bacterial type II fatty acid elongation. Triclosan antibiotics block enoyl reduction and therefore fatty acid synthesis, functioning as a broad spectrum biocide and antibiotic.	ARO:3000870	triclosan
ARO:3000731	elongation factor Tu	Elongation factor Tu is required for peptide elongation in bacterial protein synthesis.	ARO:3001237	GE2270A
ARO:3000731	elongation factor Tu	Elongation factor Tu is required for peptide elongation in bacterial protein synthesis.	ARO:3001242	enacyloxin IIa
ARO:3000731	elongation factor Tu	Elongation factor Tu is required for peptide elongation in bacterial protein synthesis.	ARO:3001310	kirromycin-like antibiotics
ARO:3003439	antibiotic sensitive RNA polymerase switch region	The switch region is a structural element that mediates conformational changes and contacts required for RNAP to load DNA into the RNAP active-center cleft during transcription initiation. The switch region is located at the base of the RNAP clamp and serves as the hinge that mediates opening of the RNAP clamp to load DNA into the RNAP active-center cleft and mediates closing of the RNAP clamp to retain DNA in the RNAP active-center cleft.	ARO:3001319	fidaxomicin
ARO:3003231	Lipid II	Precursor molecule during the synthesis of bacterial cell wall. Lipid II anchors itself onto the cell and it's disaccharide-peptide subunit is used in PG polymer assembly by peptidoglycan glycosyltransferases. Due to it's importance in cell wall synthesis, it is the target of antibiotics.	ARO:3003241	teixobactin
ARO:3003232	Lipid III	Lipid III is the precursor to the wall teichoic acid. It's inhibition leads to bacterial death as teichoic acid is required to anchor autolysins which control the hydrolysis of peptidoglycan cell wall.	ARO:3003241	teixobactin
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	ARO:3003412	dapsone
ARO:3000731	elongation factor Tu	Elongation factor Tu is required for peptide elongation in bacterial protein synthesis.	ARO:3003414	LFF571
ARO:3003475	Antibiotic sensitive ethA	ethA is a monooxygenase that is able to convert a wide range of ketones to the corresponding esters or lactones via a Baeyer-Villiger oxidation reaction. Is responsible for the activation of several thiocarbamide-containing pro-drugs into cytotoxic species.	ARO:3003474	ethionamide
ARO:3003292	fluoroquinolone resistant gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. GyrA point mutations confer resistance by preventing fluoroquinolone antibiotics from binding the alpha-subunit.	ARO:3003780	nybomycin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3004001	cefmetazole
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3004002	cefonicid
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3004005	cefprozil
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3004006	ceftiofur
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3004007	ceftizoxime
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3004008	cephapirin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3004009	cefradine
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3004010	cinoxacin
ARO:3003261	fluoroquinolone sensitive gyrB	Beta-subunit of DNA gyrase sensitive to inhibition by fluoroquinolones.	ARO:3004010	cinoxacin
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3004011	clinafloxacin
ARO:3003261	fluoroquinolone sensitive gyrB	Beta-subunit of DNA gyrase sensitive to inhibition by fluoroquinolones.	ARO:3004011	clinafloxacin
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3004012	clofazimine
ARO:3003261	fluoroquinolone sensitive gyrB	Beta-subunit of DNA gyrase sensitive to inhibition by fluoroquinolones.	ARO:3004012	clofazimine
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3004013	fleroxacin
ARO:3003261	fluoroquinolone sensitive gyrB	Beta-subunit of DNA gyrase sensitive to inhibition by fluoroquinolones.	ARO:3004013	fleroxacin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3004016	loracarbef
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3004017	moxalactam
ARO:3000729	ribosomal complex	The ribosomal complex can be targeted by antibiotics that stabilize the entire complex and prevent further translation. These antibiotics target both subunits in the process of protein translation.	ARO:3009188	cycloheximide
